passage	node	occurrence	OSMmorph	stemOSM	stemBHS	conjOSM	conjBHS	personOSM	personBHS	genderOSM	genderBHS	numberOSM	numberBHS
Genesis 1:4	47	טֹ֑וב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 1:10	178	טֹֽוב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 1:12	227	טֹֽוב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 1:18	351	טֹֽוב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 1:21	413	טֹֽוב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 1:25	494	טֹֽוב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 8:10	3740	יָּ֣חֶל	HVpw3ms	piel	qal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 12:15	5773	תֻּקַּ֥ח	HVQw3fs	qalpassive	hophal	wayyiqtol	wayyiqtol	3	3	f	f	s	s
Genesis 18:1	7815	חֹ֥ם	HNcmsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Genesis 18:2	7840	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 18:4	7857	יֻקַּֽח	HVQj3ms	qalpassive	hophal	jussive	imperfect	3	3	m	m	s	s
Genesis 19:1	8447	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 19:16	8774	יִּתְמַהְמָ֓הּ	HVfw3ms	hithpalpel	hithpael	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 21:16	9883	מְטַחֲוֵ֣י	HVkrmpc	palel	piel	part act	part act	_	?	m	m	p	p
Genesis 23:7	10836	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 23:12	10939	יִּשְׁתַּ֨חוּ֙	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 24:26	11611	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 24:33	11763	יישׂם	HVQw3ms	qalpassive	hophal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 24:52	12151	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 24:59	12263	מֵנִקְתָּ֑הּ	HVhrfsc	hiphil	?	part act	?	_	_	f	f	s	s
Genesis 26:13	13242	גָדֵ֔ל	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
Genesis 27:12	13829	מְתַעְתֵּ֑עַ	HVlrmsa	pilpel	piel	part act	part act	_	?	m	m	s	s
Genesis 27:29	14112	ישׁתחו	HVvj3ms	hishtaphel	hishtaphel	jussive	imperfect	3	3	m	m	s	p
Genesis 29:27	15428	נִתְּנָ֨ה	HVNq3fs	niphal	qal	weqatal	imperfect	3	1	f	?	s	p
Genesis 30:11	15747	ב	HR	?	qal	?	perfect	?	3	?	m	?	s
Genesis 30:27	16018	נִחַ֕שְׁתִּי	HVpp1cs	piel	niphal	perfect	perfect	1	1	c	?	s	s
Genesis 30:42	16354	עֲטֻפִים֙	HVqsmpa	qal	?	part pass	?	_	_	m	m	p	p
Genesis 31:27	16871	אֲשַׁלֵּחֲךָ֛	HVpi1cs	piel	piel	imperfect	wayyiqtol	1	1	c	?	s	s
Genesis 33:3	18135	יִּשְׁתַּ֤חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 33:7	18201	יִּֽשְׁתַּחֲו֑וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Genesis 33:7	18209	יִּֽשְׁתַּחֲוֽוּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Genesis 37:10	20376	הִשְׁתַּחֲוֹ֥ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
Genesis 39:20	21838	אסורי	HVqsmpc	qal	?	part pass	?	_	_	m	m	p	p
Genesis 40:1	21928	אֹפֶ֑ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
Genesis 40:2	21943	מַּשְׁקִ֔ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 40:2	21948	אֹופִֽים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Genesis 40:5	21997	מַּשְׁקֶ֣ה	HNcmsa	tiphil	hiphil	?	part act	s	?	a	m	?	s
Genesis 40:5	22000	אֹפֶ֗ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
Genesis 40:9	22067	מַּשְׁקִ֛ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 40:16	22206	אֹפִ֖ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Genesis 40:17	22236	אֹפֶ֑ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
Genesis 40:20	22307	מַּשְׁקִ֗ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 40:20	22313	אֹפִ֖ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Genesis 40:21	22322	מַּשְׁקִ֖ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 40:22	22336	אֹפִ֖ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Genesis 40:23	22348	מַּשְׁקִ֛ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 41:9	22517	מַּשְׁקִ֔ים	HNcmpa	tiphil	hiphil	?	part act	p	?	a	m	?	p
Genesis 41:10	22546	אֹפִֽים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
Genesis 41:23	22768	צְנֻמֹ֥ות	HVqsfpa	qal	?	part pass	?	_	_	f	f	p	p
Genesis 42:6	23531	יִּשְׁתַּֽחֲווּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Genesis 42:38	24118	מֵ֜ת	HVqp3ms	qal	qal	perfect	part act	3	?	m	m	s	s
Genesis 43:10	24315	הִתְמַהְמָ֑הְנוּ	HVfp1cp	hithpalpel	hithpael	perfect	perfect	1	1	c	?	p	p
Genesis 43:26	24672	יִּשְׁתַּחֲווּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Genesis 43:28	24704	ישׁתחו	HVvw3ms	hishtaphel	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	p
Genesis 44:28	25334	טֹרָ֑ף	HVQp3ms	qalpassive	pual	perfect	perfect	3	3	m	m	s	s
Genesis 45:11	25667	כִלְכַּלְתִּ֤י	HVlq1cs	pilpel	piel	weqatal	perfect	1	1	c	?	s	s
Genesis 47:12	26790	יְכַלְכֵּ֤ל	HVlw3ms	pilpel	piel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 47:31	27292	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 48:12	27526	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Genesis 49:10	27909	מְחֹקֵ֖ק	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Genesis 49:15	27976	טֹ֔וב	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Genesis 49:22	28044	פֹּרָת֙	HVqrfsc	qal	?	part act	?	_	_	f	f	s	s
Genesis 49:22	28047	פֹּרָ֖ת	HVqrfsc	qal	?	part act	?	_	_	f	f	s	s
Genesis 50:5	28348	תִּקְבְּרֵ֑נִי	HVqv2ms	qal	qal	imperative	imperfect	2	2	m	m	s	s
Genesis 50:21	28653	אֲכַלְכֵּ֥ל	HVli1cs	pilpel	piel	imperfect	imperfect	1	1	c	?	s	s
Exodus 3:2	29676	אֻכָּֽל	HVQsmsa	qalpassive	qalpassive	part pass	part pass	_	?	m	m	s	s
Exodus 5:7	30953	קֹשְׁשׁ֥וּ	HVmq3cp	poel	piel	weqatal	perfect	3	3	c	?	p	p
Exodus 5:12	31043	קֹשֵׁ֥שׁ	HVmc	poel	piel	inf cons	inf cons	_	?	?	?	?	?
Exodus 5:16	31123	חָטָ֥את	HVqq2ms	qal	qal	weqatal	perfect	2	2	m	f	s	s
Exodus 8:22	32877	נָכֹון֙	HVNrmsa	niphal	niphal	part act	perfect	_	3	m	m	s	s
Exodus 12:11	34886	חֲגֻרִ֔ים	HVqrmpa	qal	qal	part act	part pass	_	?	m	m	p	p
Exodus 12:27	35322	יִּֽשְׁתַּחֲוּֽוּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Exodus 12:39	35556	הִתְמַהְמֵ֔הַּ	HVfc	hithpalpel	hithpael	inf cons	inf cons	_	?	?	?	?	?
Exodus 16:2	37382	ילינו	HVhw3mp	hiphil	niphal	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Exodus 16:7	37525	תלונו	HVNi2mp	niphal	hiphil	imperfect	imperfect	2	2	m	m	p	p
Exodus 18:7	38590	יִּשְׁתַּ֨חוּ֙	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Exodus 21:8	40137	רָעָ֞ה	HAafsa	?	qal	?	perfect	s	3	a	f	?	s
Exodus 22:3	40644	הִמָּצֵא֩	HVNa	niphal	niphal	inf abs	inf cons	_	?	?	?	?	?
Exodus 25:33	42483	מְֽשֻׁקָּדִ֞ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Exodus 25:33	42495	מְשֻׁקָּדִ֛ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Exodus 25:34	42520	מְשֻׁקָּדִ֔ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Exodus 26:13	42898	סָר֜וּחַ	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
Exodus 32:8	46673	יִּשְׁתַּֽחֲווּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Exodus 34:8	47947	יִּשְׁתָּֽחוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Exodus 37:19	50254	מְֽשֻׁקָּדִ֞ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Exodus 37:19	50266	מְשֻׁקָּדִ֛ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Exodus 37:20	50289	מְשֻׁ֨קָּדִ֔ים	HVPsmpa	pual	?	part pass	?	_	_	m	m	p	p
Leviticus 4:3	53551	אַשְׁמַ֣ת	HNcfsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Leviticus 5:24	54857	אַשְׁמָתֹֽו	HNcfsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Leviticus 7:9	55465	נַעֲשָׂ֥ה	HVNp3ms	niphal	niphal	perfect	part act	3	?	m	f	s	s
Leviticus 11:45	58654	הְיִיתֶ֣ם	HVqq2cp	qal	qal	weqatal	perfect	2	2	c	m	p	p
Leviticus 14:43	61203	חִלֵּ֣ץ	HVpp3ms	piel	piel	perfect	inf cons	3	?	m	?	s	?
Leviticus 19:10	63951	תְעֹולֵ֔ל	HVmi2ms	poel	piel	imperfect	imperfect	2	2	m	m	s	s
Leviticus 19:26	64230	תְעֹונֵֽנוּ	HVmi2mp	poel	piel	imperfect	imperfect	2	2	m	m	p	p
Leviticus 21:5	65032	יקרחה	HVqi3fs	qal	qal	imperfect	imperfect	3	3	f	m	s	p
Leviticus 21:7	65068	זֹנָ֤ה	HNcfsa	tiphil	qal	?	part act	s	?	a	f	?	s
Leviticus 21:9	65106	תֵחֵ֖ל	HVNi3fs	niphal	hiphil	imperfect	imperfect	3	3	f	f	s	s
Leviticus 21:14	65193	זֹנָ֔ה	HNcfsa	tiphil	qal	?	part act	s	?	a	f	?	s
Leviticus 22:22	65763	חָר֣וּץ	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
Leviticus 26:1	68167	הִֽשְׁתַּחֲוֹ֖ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
Leviticus 27:8	69097	מָ֥ךְ	HVqrmsa	qal	qal	part act	perfect	_	3	m	m	s	s
Numbers 1:16	69765	קריאי	HAampc	?	qal	?	part pass	p	?	c	m	?	p
Numbers 7:13	74147	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:14	74159	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:19	74229	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:20	74241	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:25	74310	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:26	74322	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:31	74391	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:32	74403	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:37	74472	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:38	74484	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:43	74553	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:44	74565	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:49	74634	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:50	74646	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:55	74715	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:56	74727	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:61	74796	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:62	74808	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:67	74877	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:68	74889	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:73	74958	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:74	74970	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:79	75039	מְלֵאִ֗ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Numbers 7:80	75051	מְלֵאָ֥ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
Numbers 7:86	75144	מְלֵאֹ֣ת	HAafpa	?	qal	?	part act	p	?	a	f	?	p
Numbers 11:10	76990	רָֽע	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Numbers 11:15	77104	אֶרְאֶ֖ה	HVqc	qal	qal	inf cons	imperfect	_	1	?	?	?	s
Numbers 11:16	77127	שֹׁטְרָ֑יו	HNcmpc	tiphil	qal	?	part act	p	?	c	m	?	p
Numbers 11:21	77271	אָכְל֖וּ	HVqq1cp	qal	qal	weqatal	perfect	1	3	c	?	p	p
Numbers 11:25	77361	נֹ֤וחַ	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
Numbers 14:36	79137	ילונו	HVNw3mp	niphal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Numbers 15:31	79872	הִכָּרֵ֧ת	HVNa	niphal	niphal	inf abs	inf cons	_	?	?	?	?	?
Numbers 15:32	79890	מְקֹשֵׁ֥שׁ	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Numbers 15:33	79902	מְקֹשֵׁ֣שׁ	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Numbers 17:3	80785	עָשׂ֨וּ	HVqv2mp	qal	qal	imperative	perfect	2	3	m	?	p	p
Numbers 18:16	81647	פְדוּיָו֙	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	p
Numbers 19:13	82302	זֹרַ֤ק	HVQp3ms	qalpassive	pual	perfect	perfect	3	3	m	m	s	s
Numbers 19:20	82493	זֹרַ֥ק	HVQp3ms	qalpassive	pual	perfect	perfect	3	3	m	m	s	s
Numbers 21:18	83483	מְחֹקֵ֖ק	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Numbers 21:32	83725	יירשׁ	HVqw3ms	qal	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Numbers 22:31	84474	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Numbers 23:25	85111	קֹ֖ב	HVqa	qal	qal	inf abs	inf cons	_	?	?	?	?	?
Numbers 24:3	85267	שְׁתֻ֥ם	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	s
Numbers 24:15	85469	שְׁתֻ֥ם	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	s
Numbers 24:17	85509	קַרְקַ֖ר	HVlp3ms	pilpel	?	perfect	?	3	_	m	?	s	s
Numbers 24:20	85550	אֹבֵֽד	HNcmsa	tiphil	qal	?	part act	s	?	a	m	?	s
Numbers 24:24	85605	אֹבֵֽד	HNcmsa	tiphil	qal	?	part act	s	?	a	m	?	s
Numbers 26:9	86068	קרואי	HVqsmpc	qal	?	part pass	?	_	_	m	m	p	p
Numbers 30:3	88584	הִשָּׁ֤בַע	HVNa	niphal	niphal	inf abs	inf cons	_	?	?	?	?	?
Numbers 32:7	90015	תנואון	HVqi2mp	qal	hiphil	imperfect	imperfect	2	2	m	m	p	p
Numbers 34:4	91467	היה	HVqq3ms	qal	qal	weqatal	perfect	3	3	m	?	s	p
Deuteronomy 2:1	93765	נָּ֥סָב	HVqw1cs	qal	qal	wayyiqtol	wayyiqtol	1	1	c	?	s	p
Deuteronomy 4:26	95779	הִשָּׁמֵ֖ד	HVNa	niphal	niphal	inf abs	inf cons	_	?	?	?	?	?
Deuteronomy 6:11	97155	מְלֵאִ֣ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Deuteronomy 6:24	97386	טֹ֥וב	HAamsa	?	qal	?	inf cons	s	?	a	?	?	?
Deuteronomy 10:13	99437	טֹ֖וב	HAamsa	?	qal	?	inf cons	s	?	a	?	?	?
Deuteronomy 17:3	102991	יִּשְׁתַּ֖חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Deuteronomy 18:10	103639	מְעֹונֵ֥ן	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Deuteronomy 18:14	103691	מְעֹנְנִ֥ים	HVmrmpa	poel	piel	part act	part act	_	?	m	m	p	p
Deuteronomy 21:7	104935	שׁפכה	HVqp3fs	qal	qal	perfect	perfect	3	3	f	?	s	p
Deuteronomy 22:9	105469	תִּקְדַּ֗שׁ	HVqi2fs	qal	qal	imperfect	imperfect	2	3	f	f	s	s
Deuteronomy 24:21	106769	תְעֹולֵ֖ל	HVmi2ms	poel	piel	imperfect	imperfect	2	2	m	m	s	s
Deuteronomy 26:12	107418	עְשֵׂר	HVpc	piel	hiphil	inf cons	inf cons	_	?	?	?	?	?
Deuteronomy 28:56	109181	הַצֵּ֣ג	HVhc	hiphil	hiphil	inf cons	inf abs	_	?	?	?	?	?
Deuteronomy 30:11	110425	נִפְלֵ֥את	HVNrfsa	niphal	niphal	part act	perfect	_	3	f	f	s	s
Deuteronomy 31:14	111008	אֲצַוֶּ֑נּוּ	HVpw1cs	piel	piel	wayyiqtol	imperfect	1	1	c	?	s	s
Deuteronomy 32:8	111545	הַנְחֵ֤ל	HVhc	hiphil	hiphil	inf cons	inf abs	_	?	?	?	?	?
Deuteronomy 32:10	111575	יְסֹֽבְבֶ֨נְהוּ֙	HVmi3ms	poel	piel	imperfect	imperfect	3	3	m	m	s	s
Deuteronomy 33:21	112551	מְחֹקֵ֖ק	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Deuteronomy 33:23	112583	מָלֵ֖א	HAamsa	?	qal	?	part act	s	?	a	m	?	s
Deuteronomy 34:9	112845	מָלֵא֙	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Joshua 1:10	113145	שֹׁטְרֵ֥י	HNcmpc	tiphil	qal	?	part act	p	?	c	m	?	p
Joshua 3:2	113977	שֹּׁטְרִ֖ים	HNcmpa	tiphil	qal	?	part act	p	?	a	m	?	p
Joshua 3:13	114226	נֹ֣וחַ	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
Joshua 5:14	115320	יִּשְׁתָּ֔חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Joshua 6:7	115495	יאמרו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
Joshua 6:9	115553	תקעו	HVqp3cp	qal	qal	perfect	part act	3	?	c	m	p	p
Joshua 6:13	115662	הולך	HVqrmsa	qal	qal	part act	inf abs	_	?	m	?	s	?
Joshua 7:7	116264	הַעֲבִ֜יר	HVha	hiphil	hiphil	inf abs	inf cons	_	?	?	?	?	?
Joshua 9:7	117882	יאמרו	HVqw3mp	qal	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	s
Joshua 15:4	121459	היה	HVqp3ms	qal	qal	perfect	perfect	3	3	m	?	s	p
Joshua 15:63	122164	יוכלו	HVqi3mp	qal	qal	imperfect	perfect	3	3	m	?	p	p
Joshua 18:12	123142	היה	HVqq3ms	qal	qal	weqatal	perfect	3	3	m	?	s	p
Joshua 18:14	123192	היה	HVqq3ms	qal	qal	weqatal	perfect	3	3	m	?	s	p
Joshua 18:19	123292	היה	HVqq3ms	qal	qal	weqatal	perfect	3	3	m	?	s	p
Joshua 19:29	123803	יהיו	HVqi3mp	qal	qal	imperfect	perfect	3	3	m	?	p	p
Joshua 24:15	127006	רַ֨ע	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Judges 1:27	128006	ישׁב	HVqrmsc	qal	qal	part act	part act	_	?	m	m	s	p
Judges 2:12	128463	יִּֽשְׁתַּחֲו֖וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Judges 2:17	128557	יִּֽשְׁתַּחֲו֖וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Judges 3:26	129260	הִֽתְמַהְמְהָ֑ם	HVfc	hithpalpel	hithpael	inf cons	inf cons	_	?	?	?	?	?
Judges 5:5	130018	נָזְל֖וּ	HVqp3cp	qal	niphal	perfect	perfect	3	3	c	?	p	p
Judges 5:13	130132	יְרַ֣ד	HVqp3ms	qal	piel	perfect	imperfect	3	3	m	m	s	s
Judges 5:13	130138	יְרַד	HVqp3ms	qal	piel	perfect	imperfect	3	3	m	m	s	s
Judges 5:14	130155	מְחֹ֣קְקִ֔ים	HVmrmpa	poel	piel	part act	part act	_	?	m	m	p	p
Judges 7:10	131678	יָרֵ֥א	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
Judges 7:15	131830	יִּשְׁתָּ֑חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Judges 7:21	132009	יניסו	HVhw3mp	hiphil	qal	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Judges 9:6	133012	מֻצָּ֖ב	HVHsmsa	hophal	?	part pass	?	_	_	m	m	s	s
Judges 9:37	133679	מְעֹונְנִֽים	HVmrmpa	poel	piel	part act	part act	_	?	m	m	p	p
Judges 10:8	134252	יְרֹֽצְצוּ֙	HVmw3mp	poel	piel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Judges 13:5	135773	יֹלַ֣דְתְּ	HVqq2fs	qal	qal	weqatal	part act	2	?	f	f	s	s
Judges 13:7	135843	יֹלַ֣דְתְּ	HVqq2fs	qal	qal	weqatal	part act	2	?	f	f	s	s
Judges 13:8	135895	יּוּלָּֽד	HVQsmsa	qalpassive	qalpassive	part pass	part pass	_	?	m	m	s	s
Judges 13:21	136158	הֵרָאֹ֖ה	HVNc	niphal	niphal	inf cons	inf abs	_	?	?	?	?	?
Judges 14:15	136594	יָרְשֵׁ֕נוּ	HVqc	qal	piel	inf cons	inf cons	_	?	?	?	?	?
Judges 16:2	137244	אֹ֥ור	HNcbsc	tiphil	qal	?	inf cons	s	?	c	?	?	?
Judges 16:25	137799	טוב	HVqp3ms	qal	qal	perfect	inf cons	3	?	m	?	s	?
Judges 19:8	139274	הִֽתְמַהְמְה֖וּ	HVtv2mp	hithpael	hithpael	imperative	perfect	2	3	m	?	p	p
Judges 19:11	139359	רַ֣ד	HVqp3ms	qal	qal	perfect	inf cons	3	?	m	?	s	?
Judges 20:45	140905	יְעֹֽלְלֻ֨הוּ֙	HVmw3mp	poel	piel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
1_Samuel 1:1	141547	צֹופִ֖ים	HNp	piel	qal	?	part act	?	?	?	m	?	p
1_Samuel 1:3	141597	הִֽשְׁתַּחֲוֹ֧ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
1_Samuel 1:19	141909	יִּֽשְׁתַּחֲווּ֙	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
1_Samuel 1:28	142112	יִּשְׁתַּ֥חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Samuel 2:5	142188	אֻמְלָֽלָה	HVKp3fs	pulal	pual	perfect	perfect	3	3	f	f	s	s
1_Samuel 2:10	142246	מריבו	HVhrmsc	hiphil	hiphil	part act	part act	_	?	m	m	s	p
1_Samuel 2:22	142525	זָקֵ֣ן	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
1_Samuel 2:26	142618	גָדֵ֖ל	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
1_Samuel 2:36	142850	הִשְׁתַּחֲוֹ֣ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
1_Samuel 3:21	143263	הֵרָאֹ֣ה	HVNc	niphal	niphal	inf cons	inf abs	_	?	?	?	?	?
1_Samuel 4:13	143581	יך	HVhc	hiphil	?	inf cons	?	_	_	?	?	?	s
1_Samuel 4:18	143730	זָקֵ֥ן	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
1_Samuel 8:13	145338	אֹפֹֽות	HVqrfpa	qal	?	part act	?	_	_	f	m	p	p
1_Samuel 9:9	145726	רֹאֶ֑ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
1_Samuel 9:9	145737	רֹאֶֽה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
1_Samuel 9:11	145779	רֹאֶֽה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
1_Samuel 9:18	145951	רֹאֶֽה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
1_Samuel 9:19	145961	רֹאֶ֔ה	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
